Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Employee Recognition,Attrition,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Marital Status_Divorced,Marital Status_Married,Marital Status_Single
24,0,1,65376,1,2,4,1,0,51,3,4,2,3,34,0,4,2,0,0,0,0,0,1,0,1,0
55,0,44,25520,3,3,3,0,1,23,1,1,2,2,68,0,3,3,0,1,0,0,0,0,0,1,0
29,1,8,44224,1,4,3,0,0,78,3,4,3,2,15,0,3,3,0,0,0,0,1,0,0,0,1
40,0,22,67152,3,3,1,0,0,96,1,1,1,1,59,0,2,3,1,0,0,1,0,0,0,1,0
28,0,15,80432,3,2,1,3,0,65,1,2,3,3,31,0,3,1,0,0,0,0,0,1,0,1,0
24,0,7,59824,3,2,3,1,0,70,3,1,2,2,20,1,3,2,1,0,1,0,0,0,0,0,1
36,1,19,47600,4,3,3,1,1,94,3,3,1,1,54,0,2,1,0,0,0,1,0,0,0,1,0
21,0,1,51768,3,2,3,0,1,60,3,0,3,1,35,0,1,4,1,0,0,1,0,0,0,1,0
58,1,19,77096,4,3,3,0,0,42,4,0,3,1,28,0,3,2,0,0,0,0,0,1,0,0,1
41,0,33,50312,2,4,3,0,1,49,4,2,2,2,103,0,3,1,1,0,0,0,1,0,0,0,1
47,1,9,56880,3,4,3,2,0,49,3,1,1,1,71,0,3,1,1,0,1,0,0,0,0,1,0
22,1,14,55960,4,4,1,0,1,64,1,1,3,2,85,0,2,3,0,0,0,0,0,1,0,1,0
37,1,21,79888,2,4,3,2,0,29,4,1,2,2,41,0,3,2,0,0,0,0,0,1,0,1,0
56,0,47,76176,4,2,3,2,1,75,2,3,2,2,74,0,3,1,1,0,0,0,0,1,0,0,1
57,1,13,64672,4,2,4,3,1,28,1,2,1,1,38,0,3,2,0,0,0,0,0,1,0,0,1
58,1,35,78456,3,1,3,1,1,88,5,0,2,2,67,1,2,1,0,0,1,0,0,0,0,1,0
50,0,38,63360,3,2,1,3,0,67,3,0,2,2,78,1,2,2,0,0,0,1,0,0,0,1,0
45,0,8,82640,2,3,3,0,0,51,2,3,2,2,11,1,1,1,0,0,0,0,0,1,0,1,0
59,0,7,50992,1,3,3,0,0,90,1,0,1,1,34,0,4,3,1,0,0,0,1,0,1,0,0
23,1,14,25584,2,2,2,0,0,49,1,1,2,1,67,0,1,2,1,0,1,0,0,0,0,1,0
19,1,9,26816,2,3,3,2,0,26,1,2,1,2,83,0,2,2,1,1,0,0,0,0,1,0,0
23,1,5,61112,3,2,3,0,0,20,3,4,1,2,26,1,3,1,0,0,0,1,0,0,0,1,0
43,0,22,60424,1,4,3,0,0,65,3,1,2,3,72,1,3,1,0,0,0,0,0,1,0,1,0
56,0,42,44104,4,3,3,0,1,62,4,5,1,2,106,0,4,3,0,0,0,0,1,0,0,1,0
51,1,9,42256,3,3,3,0,1,9,2,1,2,1,79,0,3,2,0,1,0,0,0,0,1,0,0
46,1,35,74200,2,3,3,3,1,1,4,0,2,3,114,0,2,2,0,0,1,0,0,0,0,1,0
37,1,6,32816,3,3,4,4,1,76,2,0,1,2,8,0,1,2,1,1,0,0,0,0,0,1,0
57,1,12,38040,2,4,3,3,0,31,2,1,3,2,42,0,4,2,0,1,0,0,0,0,0,1,0
41,1,25,88832,3,3,2,2,0,78,4,2,3,2,50,0,3,1,1,0,1,0,0,0,0,0,1
44,0,21,46704,3,2,3,0,0,45,1,0,1,3,100,0,3,1,1,0,0,0,1,0,0,0,1
21,1,10,61512,2,2,3,1,0,99,4,4,2,1,35,0,3,2,1,0,0,1,0,0,0,1,0
58,1,15,48976,3,1,4,0,1,81,3,2,1,1,73,0,3,1,1,0,0,0,1,0,0,0,1
39,1,7,85848,3,2,4,0,1,73,1,0,2,2,45,0,3,3,1,0,1,0,0,0,0,1,0
45,1,23,60440,2,2,2,2,0,30,2,3,1,2,102,0,2,3,1,0,0,1,0,0,0,1,0
50,0,9,43952,2,3,3,2,0,88,2,0,2,2,34,0,3,2,1,0,0,0,1,0,0,1,0
27,1,8,72760,3,2,3,2,1,67,2,1,1,2,39,0,1,1,1,0,0,1,0,0,0,0,1
39,1,26,48776,4,2,3,2,0,7,4,1,1,3,78,0,3,3,0,0,0,0,1,0,0,1,0
35,1,1,80776,2,3,3,2,0,92,4,0,1,2,28,1,1,3,1,0,0,0,0,1,0,1,0
28,0,19,85632,3,3,3,0,0,94,2,4,2,2,26,0,1,3,0,0,0,0,0,1,0,1,0
33,1,14,77704,2,1,3,0,1,33,4,3,1,2,49,0,2,1,1,0,0,0,0,1,0,1,0
51,0,3,59816,2,4,3,0,0,43,1,2,3,2,32,0,3,3,1,0,0,1,0,0,0,1,0
57,1,35,60048,4,4,4,0,1,17,2,3,2,3,113,0,2,1,0,0,0,1,0,0,0,0,1
35,1,19,67720,3,3,2,2,0,14,3,0,1,3,68,0,3,1,1,0,0,0,0,1,0,0,1
26,1,1,62264,1,3,4,0,1,65,4,1,2,2,12,1,3,2,1,0,0,0,0,1,0,1,0
58,1,7,84416,3,4,3,0,0,73,3,1,1,2,50,1,3,1,0,0,0,0,0,1,0,1,0
55,1,24,70728,2,2,2,1,0,55,3,3,1,2,41,0,3,1,1,0,1,0,0,0,0,0,1
33,0,24,49856,3,4,1,0,1,59,4,3,2,2,33,0,3,2,1,0,0,0,1,0,1,0,0
21,1,7,43760,2,3,3,2,0,92,4,3,3,2,16,0,2,1,1,0,0,0,1,0,1,0,0
44,1,11,31392,4,3,3,3,0,83,4,1,1,1,16,0,3,1,0,1,0,0,0,0,0,1,0
46,1,12,29808,2,4,3,0,0,39,3,1,2,1,43,0,3,3,0,1,0,0,0,0,1,0,0
59,1,35,37664,2,4,3,1,0,8,2,3,3,1,57,0,4,2,0,1,0,0,0,0,0,0,1
26,1,15,66664,2,3,3,0,0,69,3,1,1,3,23,0,3,4,1,0,0,0,0,1,1,0,0
35,0,24,37520,4,3,3,0,0,8,2,0,2,2,103,1,3,2,1,1,0,0,0,0,0,0,1
41,1,22,89144,3,4,3,1,0,67,4,0,1,2,64,0,3,2,0,0,0,0,0,1,0,1,0
51,0,5,52472,2,3,3,0,0,78,4,2,1,3,84,0,3,2,1,0,1,0,0,0,0,0,1
53,1,20,63264,3,3,3,1,1,89,3,1,1,3,71,1,2,1,0,0,0,0,0,1,1,0,0
58,1,31,87256,2,4,3,1,0,63,1,3,1,2,53,1,1,1,0,0,0,0,0,1,0,1,0
48,1,23,45632,2,4,2,1,1,38,3,1,1,2,60,0,4,2,0,0,1,0,0,0,0,1,0
24,1,14,68328,1,3,3,0,0,64,3,2,2,2,21,0,1,4,1,0,0,0,0,1,0,0,1
20,0,10,86472,3,1,4,1,0,33,1,2,2,2,43,0,4,2,1,0,1,0,0,0,0,0,1
36,1,22,64584,4,3,3,0,1,88,3,5,1,3,86,1,3,3,0,0,0,1,0,0,0,1,0
50,0,3,70712,2,4,4,1,0,84,1,2,1,1,23,0,3,3,1,0,0,1,0,0,0,0,1
30,1,6,69456,3,2,4,0,0,65,4,0,2,1,16,0,2,3,0,0,1,0,0,0,0,0,1
32,0,11,79416,3,1,3,1,0,52,1,2,3,2,48,0,4,3,0,0,0,0,0,1,0,1,0
36,1,16,74304,2,4,3,1,1,90,3,0,2,3,89,0,3,1,0,0,0,1,0,0,1,0,0
49,0,10,48456,2,2,3,3,0,47,1,1,1,2,44,0,3,2,0,0,1,0,0,0,0,0,1
36,1,26,76592,2,3,3,2,1,64,4,4,1,1,85,1,3,1,0,0,1,0,0,0,1,0,0
51,0,23,33280,3,3,4,0,0,82,4,0,2,3,53,0,4,2,1,1,0,0,0,0,0,1,0
41,1,10,54296,2,3,1,0,0,53,4,0,2,1,19,0,1,2,0,0,0,0,1,0,1,0,0
55,1,26,83376,4,1,3,2,0,12,3,2,2,1,27,0,1,1,0,0,1,0,0,0,0,1,0
31,1,2,69944,3,3,3,0,0,24,1,0,1,2,56,0,3,3,0,0,0,0,0,1,0,0,1
18,1,2,44792,4,1,4,2,0,30,3,1,2,1,7,0,3,1,1,0,0,0,1,0,1,0,0
22,0,8,32632,1,3,3,1,0,59,3,3,3,1,73,0,2,2,1,1,0,0,0,0,0,0,1
40,1,31,51960,2,3,3,1,0,39,2,1,2,3,100,0,2,1,0,0,0,0,0,1,0,1,0
30,0,14,33216,3,4,2,0,0,73,4,2,1,1,87,0,1,1,1,1,0,0,0,0,0,1,0
47,1,18,68512,3,3,4,0,1,82,1,2,1,1,38,0,3,3,1,0,1,0,0,0,1,0,0
29,0,16,45856,3,1,2,1,0,7,1,1,3,3,56,0,4,2,0,0,1,0,0,0,0,0,1
19,1,8,31112,2,3,3,2,0,92,2,1,2,1,20,0,3,3,1,1,0,0,0,0,0,1,0
24,1,4,40608,4,1,1,0,0,86,1,0,2,2,37,0,3,3,0,1,0,0,0,0,1,0,0
32,1,19,41928,1,3,4,0,0,85,3,1,2,3,60,0,4,2,1,0,0,0,1,0,0,0,1
19,1,7,40760,2,3,4,0,0,4,2,2,2,2,40,0,3,3,1,1,0,0,0,0,1,0,0
52,0,9,49912,4,3,4,1,0,42,3,0,3,2,64,0,1,1,1,0,0,0,0,1,0,0,1
59,0,32,50656,3,3,3,3,0,33,2,3,1,2,69,0,1,2,0,0,0,0,1,0,1,0,0
50,1,39,57712,2,3,4,0,0,94,4,4,2,3,60,1,2,1,0,0,0,1,0,0,0,1,0
47,0,18,80680,3,3,3,0,1,87,2,1,1,1,90,0,3,1,1,0,0,0,0,1,0,1,0
58,1,3,95360,2,3,3,1,0,88,2,3,2,2,66,0,3,1,0,0,0,0,0,1,0,0,1
46,0,17,59416,2,1,4,0,1,81,4,2,2,2,53,0,3,2,0,0,0,1,0,0,0,1,0
20,1,10,28744,3,3,4,1,1,46,4,1,3,2,46,0,1,2,0,1,0,0,0,0,0,1,0
38,0,30,76672,2,2,4,0,0,94,3,2,1,2,53,0,3,2,1,0,1,0,0,0,0,1,0
29,1,9,60568,1,1,4,0,0,60,1,4,3,3,18,0,4,3,0,0,0,0,0,1,1,0,0
18,0,9,85248,3,3,2,1,0,12,3,4,1,2,78,0,2,2,1,0,0,0,0,1,0,1,0
58,1,12,70496,3,1,4,0,0,80,4,2,1,2,34,0,1,3,1,0,0,0,0,1,0,0,1
49,0,29,64080,2,4,3,3,0,54,4,2,3,2,106,0,1,1,1,0,0,1,0,0,0,0,1
59,1,1,67448,2,4,3,0,0,36,2,0,1,2,70,0,3,2,1,0,0,1,0,0,0,0,1
47,0,7,38568,1,3,3,1,0,36,1,4,2,1,77,0,2,1,1,1,0,0,0,0,0,1,0
29,1,6,53520,4,3,3,0,1,53,1,0,1,2,49,1,1,2,1,0,0,1,0,0,0,0,1
53,1,37,84128,3,2,2,3,1,14,1,0,1,3,62,0,1,1,1,0,1,0,0,0,0,0,1
37,1,12,65424,1,3,4,2,0,74,3,2,3,2,38,0,2,1,0,0,0,1,0,0,1,0,0
46,1,27,50256,2,1,3,0,0,5,1,2,3,1,42,0,2,1,1,0,0,0,1,0,0,1,0
53,0,29,48824,2,3,3,2,0,72,2,3,1,2,103,0,3,3,1,0,0,0,1,0,0,0,1
47,0,18,39048,1,3,3,1,0,31,3,2,1,2,49,0,3,1,1,1,0,0,0,0,0,0,1
38,1,18,62480,4,4,3,0,0,92,3,0,2,3,83,0,1,2,1,0,0,1,0,0,0,1,0
44,1,11,65264,1,1,3,0,1,88,2,2,1,1,63,0,1,1,1,0,0,1,0,0,1,0,0
28,0,16,62648,1,3,2,2,0,46,5,0,1,1,92,0,2,1,1,0,1,0,0,0,0,1,0
47,1,8,86808,2,3,3,1,0,37,3,1,3,2,46,0,3,1,0,0,0,0,0,1,0,1,0
31,0,19,37816,3,2,3,0,1,11,1,0,2,2,29,0,2,2,0,1,0,0,0,0,0,1,0
26,0,14,36272,4,3,3,0,0,21,2,1,2,1,36,0,4,1,1,1,0,0,0,0,0,1,0
59,1,36,45744,4,4,4,2,0,91,3,2,3,2,85,0,3,1,0,0,0,0,1,0,0,0,1
22,1,9,61872,3,2,3,0,0,20,5,1,1,1,19,0,1,1,0,0,0,0,0,1,0,1,0
51,1,34,62368,3,3,4,0,1,37,2,1,2,1,104,0,3,3,0,0,0,1,0,0,1,0,0
50,1,17,50832,2,3,2,0,0,10,3,4,1,2,22,0,4,2,0,0,1,0,0,0,0,1,0
31,1,6,80248,1,3,3,2,0,61,2,3,2,2,38,0,2,3,0,0,0,1,0,0,0,1,0
43,0,26,61752,2,2,3,2,0,42,3,4,2,3,30,0,3,2,0,0,0,1,0,0,1,0,0
35,1,6,67304,2,3,3,0,1,46,1,1,1,1,56,0,4,2,1,0,0,0,0,1,0,1,0
58,0,15,71960,4,3,3,1,1,42,2,3,2,1,50,0,3,2,0,0,0,1,0,0,0,1,0
49,1,1,62624,2,3,3,2,0,25,3,5,1,1,18,0,3,1,0,0,0,0,0,1,1,0,0
54,1,1,49392,2,3,4,1,1,26,2,3,2,2,35,0,3,2,1,0,0,1,0,0,1,0,0
26,1,6,46920,2,3,4,1,0,89,5,5,1,1,30,0,2,3,1,1,0,0,0,0,0,1,0
42,1,34,60920,2,4,3,0,0,12,4,2,3,3,84,0,1,1,0,0,0,0,0,1,0,0,1
33,1,7,24440,4,3,3,1,1,1,4,0,1,3,83,0,3,1,1,1,0,0,0,0,0,0,1
27,1,12,56616,4,3,3,2,1,53,2,3,3,2,62,0,3,2,0,0,0,1,0,0,1,0,0
33,0,7,44240,2,3,3,0,1,4,2,0,1,1,68,0,2,3,1,0,0,0,0,1,0,1,0
53,0,39,57560,3,3,2,2,0,71,4,0,2,2,99,1,3,3,0,0,0,1,0,0,0,1,0
59,0,25,62864,3,3,4,2,1,59,4,3,1,2,65,0,1,1,0,0,0,1,0,0,0,1,0
51,1,24,52424,4,3,4,0,0,61,4,0,2,2,25,1,2,2,0,0,0,1,0,0,0,1,0
45,1,13,61832,2,2,3,1,1,84,2,1,2,3,29,0,3,2,1,0,0,1,0,0,1,0,0
21,1,9,61232,2,4,1,1,0,96,3,1,3,3,48,0,3,4,1,0,0,1,0,0,0,0,1
54,1,46,41760,2,3,4,1,0,26,1,4,1,2,76,1,3,1,0,0,1,0,0,0,0,1,0
18,1,9,80584,3,3,3,1,0,48,1,2,3,3,14,0,3,2,0,0,0,0,0,1,1,0,0
19,1,7,69664,3,4,4,2,1,79,1,1,1,2,51,1,1,3,1,0,0,1,0,0,0,1,0
30,1,3,59992,3,3,4,0,0,60,4,1,2,3,77,1,1,1,0,0,0,1,0,0,0,1,0
56,1,10,50544,3,4,2,0,0,39,3,3,2,2,62,0,2,2,0,0,1,0,0,0,0,1,0
32,1,22,52816,2,3,3,1,0,4,4,1,2,3,87,0,1,2,1,0,0,0,1,0,0,1,0
43,1,21,46160,2,3,3,2,1,4,2,2,2,1,95,0,3,1,0,0,0,0,1,0,0,1,0
30,0,8,46808,3,3,3,1,0,88,5,0,2,3,34,0,3,1,0,0,0,0,1,0,0,1,0
43,1,3,53240,1,3,1,2,1,3,3,5,2,2,7,0,4,2,0,0,0,1,0,0,0,1,0
52,0,43,60864,4,2,3,0,0,59,3,3,1,2,57,0,3,3,1,0,0,0,0,1,0,0,1
52,1,25,58560,4,4,2,0,1,63,1,0,3,2,54,0,1,1,0,0,1,0,0,0,0,1,0
36,1,1,50032,3,2,3,0,0,43,1,1,1,1,53,0,1,1,1,1,0,0,0,0,0,0,1
30,0,4,66224,2,3,3,0,0,88,2,0,1,1,38,0,3,1,1,0,0,0,0,1,0,1,0
50,1,1,51344,2,3,3,1,0,35,3,4,3,3,5,1,3,3,0,1,0,0,0,0,0,1,0
19,1,1,48256,3,4,4,2,0,8,3,2,3,1,57,0,3,1,1,0,0,1,0,0,0,0,1
59,1,36,45096,4,4,3,1,0,93,3,0,3,1,58,0,3,2,1,0,0,0,1,0,0,0,1
38,1,25,76520,2,3,2,2,1,23,5,3,3,2,59,0,3,1,0,0,0,0,0,1,0,1,0
30,1,7,63144,4,3,3,0,1,72,1,3,2,1,55,1,2,1,0,0,0,0,0,1,0,1,0
46,1,18,38152,1,2,3,1,0,21,5,1,2,2,66,0,1,1,0,1,0,0,0,0,0,1,0
31,0,5,49608,3,1,2,1,0,28,2,0,3,2,70,0,1,3,1,0,0,0,1,0,0,1,0
48,0,5,73264,1,3,2,0,0,84,4,0,3,2,57,0,3,1,1,0,0,1,0,0,0,0,1
40,0,14,85136,3,4,4,1,0,20,5,3,1,2,51,0,3,1,1,0,0,0,0,1,0,1,0
42,0,11,25264,2,4,4,2,0,75,1,4,2,1,39,0,3,1,0,1,0,0,0,0,0,1,0
31,0,20,82064,4,4,4,0,0,99,2,0,1,2,41,0,3,1,1,0,0,0,0,1,0,1,0
36,0,15,35024,4,4,3,2,0,28,2,5,1,3,91,1,3,1,1,1,0,0,0,0,0,0,1
38,1,23,89296,3,3,2,3,1,10,4,1,2,3,67,1,2,2,0,0,0,0,0,1,0,0,1
53,1,31,43488,4,2,4,2,0,78,3,0,2,2,40,0,1,2,1,1,0,0,0,0,0,0,1
29,0,20,64008,3,4,1,0,0,41,1,0,2,1,99,0,2,3,1,0,0,1,0,0,0,1,0
42,1,22,32720,3,3,4,0,0,93,1,1,2,1,91,0,2,3,1,1,0,0,0,0,0,1,0
21,1,8,52448,4,3,2,0,0,93,1,1,3,2,53,1,3,3,0,0,1,0,0,0,0,1,0
25,0,2,74096,1,3,1,0,0,19,1,3,1,2,61,0,3,1,1,0,1,0,0,0,0,1,0
46,1,2,56680,3,3,4,0,0,57,3,3,3,2,48,0,1,1,1,0,0,1,0,0,0,0,1
32,1,21,95680,3,3,4,2,0,86,3,3,3,2,78,1,2,1,0,0,1,0,0,0,0,0,1
21,0,9,38360,2,3,3,0,0,49,3,0,1,2,36,1,3,3,1,1,0,0,0,0,0,0,1
45,1,3,38880,3,4,4,1,1,26,4,1,2,2,10,0,3,3,1,0,0,0,1,0,0,0,1
27,0,12,63072,1,3,4,3,0,56,1,3,1,2,76,0,3,1,1,0,0,1,0,0,0,0,1
19,1,1,49808,3,1,3,2,0,58,5,0,2,2,71,1,3,2,0,0,0,0,1,0,0,1,0
46,1,30,33200,2,2,4,1,1,9,4,2,2,1,59,0,3,1,0,1,0,0,0,0,0,1,0
53,0,9,47824,4,2,3,0,1,71,4,2,3,2,83,0,3,1,0,0,0,0,1,0,0,0,1
33,1,16,48128,3,3,3,3,0,57,3,2,1,3,24,0,1,2,1,0,0,0,1,0,0,0,1
28,1,14,47584,2,3,4,1,0,60,5,1,1,2,82,0,2,1,1,1,0,0,0,0,0,1,0
45,0,31,69920,2,3,3,0,0,21,3,6,3,2,67,0,2,1,0,0,0,0,0,1,0,1,0
52,0,39,73280,2,3,3,1,0,31,5,0,2,2,75,0,3,3,0,0,0,0,0,1,1,0,0
34,1,8,40960,3,2,2,1,0,84,3,1,3,1,47,0,1,3,1,1,0,0,0,0,0,0,1
52,0,4,100032,3,2,3,0,1,12,2,3,3,2,57,0,2,2,1,0,0,0,0,1,1,0,0
26,1,5,65504,4,1,3,0,1,84,4,0,1,2,62,0,3,2,1,0,0,1,0,0,0,0,1
32,1,21,64176,3,2,2,0,0,59,3,5,3,2,75,0,3,1,0,0,0,0,0,1,0,1,0
53,1,15,30384,2,1,2,1,1,76,2,0,3,2,38,0,2,2,1,1,0,0,0,0,0,0,1
37,1,26,64400,3,3,2,1,0,13,1,3,2,1,59,0,2,2,0,0,0,0,0,1,0,0,1
51,1,37,79144,3,2,4,1,0,56,2,2,3,2,75,0,3,3,0,0,0,0,0,1,0,1,0
36,1,11,48200,3,2,2,0,1,22,3,1,3,2,23,0,3,3,0,0,0,0,1,0,1,0,0
25,1,1,43944,1,3,3,1,1,38,2,2,1,2,41,0,3,1,1,0,0,0,1,0,0,0,1
56,1,24,87256,4,1,3,1,0,56,3,4,2,2,58,0,3,1,0,0,0,0,0,1,0,1,0
55,0,6,66344,3,4,3,0,0,73,4,4,3,2,82,0,3,3,0,0,0,1,0,0,0,1,0
30,0,2,58920,3,3,2,0,0,66,1,0,2,1,22,0,1,1,1,0,0,1,0,0,0,1,0
27,0,10,63976,3,3,3,0,0,55,5,3,1,3,83,0,3,3,0,0,0,1,0,0,0,1,0
20,1,1,65760,1,1,4,1,1,78,1,0,1,3,45,0,3,2,1,0,0,0,0,1,0,1,0
38,1,3,49944,1,3,3,2,1,91,3,0,2,2,36,0,2,1,1,0,0,0,1,0,1,0,0
53,0,42,39768,1,1,2,1,0,13,1,5,3,3,119,0,3,1,0,1,0,0,0,0,0,1,0
46,1,38,59136,4,1,3,1,0,45,2,0,3,2,42,0,3,2,0,0,0,0,0,1,1,0,0
22,1,14,85408,4,4,3,2,0,77,1,0,2,3,28,0,2,1,1,0,1,0,0,0,0,1,0
33,1,25,67144,2,4,3,0,1,34,4,5,3,1,104,0,3,1,0,0,1,0,0,0,0,0,1
32,0,10,65344,3,3,3,1,0,70,4,1,3,1,89,0,3,1,0,0,0,0,0,1,0,1,0
27,0,4,72312,3,3,4,0,0,25,4,4,1,1,31,0,3,1,0,0,0,1,0,0,0,0,1
59,0,12,55544,1,2,2,1,0,2,3,1,2,2,55,1,1,2,1,0,0,1,0,0,0,0,1
26,1,3,61824,2,1,2,0,0,18,3,0,1,3,9,0,1,2,1,0,0,1,0,0,0,1,0
31,1,7,70552,3,3,3,1,0,37,1,1,1,2,52,0,1,3,1,0,0,0,0,1,1,0,0
57,1,22,35912,2,3,3,1,1,68,3,2,2,1,27,0,3,3,0,1,0,0,0,0,0,1,0
45,0,21,67552,2,3,3,0,1,70,4,0,2,2,37,0,1,2,0,0,0,0,0,1,1,0,0
51,1,2,68584,4,3,3,0,0,77,1,0,3,3,79,0,3,1,0,0,1,0,0,0,0,1,0
52,1,43,42600,1,2,4,1,0,75,4,2,1,1,111,0,1,1,1,1,0,0,0,0,0,0,1
36,1,9,30992,4,2,3,0,1,99,4,3,1,1,12,0,4,2,1,1,0,0,0,0,0,1,0
56,1,26,41264,3,3,3,1,0,72,4,1,1,3,60,0,2,1,1,1,0,0,0,0,0,0,1
24,0,1,68288,2,3,3,0,0,4,4,1,1,1,46,0,4,2,1,0,0,1,0,0,0,0,1
48,1,30,43192,3,1,3,0,1,77,3,0,2,2,83,1,3,1,1,0,1,0,0,0,0,0,1
59,0,28,80608,3,2,4,2,0,32,4,1,1,3,47,0,1,1,0,0,0,0,0,1,0,1,0
43,1,34,74560,2,3,2,0,0,54,3,1,1,1,103,0,3,1,1,0,0,0,0,1,0,0,1
49,1,37,53160,3,3,3,1,0,11,4,4,3,2,86,0,2,3,0,0,0,0,0,1,0,1,0
46,0,20,74288,3,3,3,0,0,55,5,1,1,2,35,0,2,3,0,0,0,1,0,0,0,1,0
33,0,21,61600,2,4,3,0,1,70,2,4,1,1,55,0,1,2,1,0,0,1,0,0,0,1,0
57,0,35,52224,4,3,3,3,0,32,2,4,2,3,80,0,1,1,0,0,0,1,0,0,1,0,0
31,0,23,74152,1,3,2,0,0,9,2,0,1,3,31,0,2,2,1,0,0,0,0,1,0,0,1
48,1,18,74936,2,3,3,0,0,61,2,2,1,2,76,0,3,1,1,0,0,0,0,1,0,1,0
45,0,7,67416,3,1,3,0,0,44,1,5,1,2,60,0,3,2,0,0,0,1,0,0,0,1,0
57,0,4,75256,3,3,4,1,0,77,1,3,2,1,46,0,3,1,0,0,0,0,0,1,1,0,0
39,1,29,19696,2,1,3,4,1,74,1,0,3,3,93,0,3,3,0,1,0,0,0,0,0,1,0
38,0,29,66384,3,2,3,0,0,19,5,0,1,3,65,0,3,3,1,0,0,1,0,0,0,0,1
43,0,22,71408,4,3,3,0,0,14,3,4,3,2,99,0,3,1,0,0,0,1,0,0,0,1,0
48,0,12,36096,3,2,3,0,0,12,2,0,1,1,73,0,1,1,1,1,0,0,0,0,0,0,1
51,0,5,69832,2,2,4,0,1,46,3,3,2,2,35,0,3,3,1,0,1,0,0,0,0,0,1
54,1,24,69840,3,2,3,0,0,49,4,0,1,2,55,0,3,3,0,0,0,0,0,1,0,1,0
32,1,5,74160,2,3,3,2,1,7,3,1,1,2,20,0,3,1,1,0,0,1,0,0,0,1,0
35,1,2,48808,3,3,3,1,0,26,2,3,3,1,72,0,3,1,0,0,0,0,1,0,1,0,0
40,1,17,37944,1,3,4,0,0,84,3,2,1,1,37,0,3,1,1,1,0,0,0,0,1,0,0
53,1,28,52216,4,1,4,1,0,24,1,1,2,2,59,0,2,1,0,0,0,0,0,1,0,0,1
55,0,5,48176,2,1,2,0,0,23,3,2,2,1,46,0,3,1,1,0,0,0,1,0,0,0,1
43,0,28,50208,3,4,2,0,0,8,2,1,2,2,70,0,3,3,0,0,0,0,1,0,0,1,0
51,0,22,92160,4,1,3,0,0,73,1,1,2,2,23,0,1,2,1,0,0,0,0,1,0,0,1
58,1,43,98600,4,3,3,1,0,51,5,1,3,1,97,0,2,3,0,0,0,0,0,1,0,0,1
49,0,5,31976,2,1,3,0,0,43,4,1,3,2,30,0,3,3,0,1,0,0,0,0,1,0,0
49,1,23,69392,4,3,2,2,0,3,2,0,2,3,101,0,3,1,0,0,0,1,0,0,0,1,0
30,0,14,47592,2,2,1,0,0,65,3,3,2,1,70,0,1,2,1,0,0,0,1,0,0,1,0
30,0,12,33800,4,2,3,0,0,27,5,1,1,2,46,0,1,2,1,1,0,0,0,0,0,0,1
29,0,6,82080,2,4,3,0,0,8,4,1,3,2,28,0,2,4,0,0,0,0,0,1,0,1,0
43,1,17,86696,3,3,3,0,0,24,2,1,2,1,20,1,1,1,0,0,0,0,0,1,1,0,0
26,1,3,74512,2,2,4,0,0,42,2,4,1,3,67,0,2,2,0,0,0,0,0,1,0,1,0
18,0,7,69656,4,1,3,0,1,17,1,4,2,2,48,1,3,1,0,0,0,0,0,1,1,0,0
38,0,21,59000,4,3,4,0,0,18,2,0,3,3,91,0,3,1,0,0,0,0,0,1,0,0,1
43,0,22,67384,1,2,3,0,1,59,3,1,3,2,99,0,3,2,0,0,0,0,0,1,0,1,0
24,1,7,48976,3,2,3,0,0,57,2,5,3,1,71,0,3,2,0,0,0,0,1,0,0,0,1
23,1,2,31928,3,1,3,2,1,63,2,1,1,2,46,0,4,2,1,1,0,0,0,0,0,0,1
42,1,4,63480,3,3,3,0,0,76,2,0,3,1,6,0,3,2,1,0,0,1,0,0,0,0,1
35,0,22,63240,1,2,4,0,0,11,3,1,1,1,66,0,2,4,1,0,0,1,0,0,0,1,0
37,1,28,63240,1,4,3,0,1,16,3,2,3,2,58,0,1,3,0,0,0,1,0,0,0,0,1
44,1,19,65352,2,4,3,3,0,81,2,2,1,2,78,0,3,3,1,0,0,0,0,1,0,1,0
22,0,1,25512,2,3,3,3,1,50,4,2,3,1,73,0,2,3,1,1,0,0,0,0,0,1,0
55,0,5,45296,1,3,2,0,1,33,2,1,1,2,12,0,3,2,1,0,0,1,0,0,0,1,0
58,1,29,51480,2,3,2,0,1,41,3,0,2,2,108,0,1,2,1,0,0,0,1,0,0,1,0
39,1,6,33112,1,2,3,0,1,96,3,0,1,3,48,0,2,2,1,1,0,0,0,0,0,0,1
23,0,1,61824,3,1,3,0,0,44,1,3,2,1,54,0,1,2,1,0,0,1,0,0,1,0,0
19,0,3,43480,4,1,3,0,1,63,4,0,3,1,14,1,2,1,0,0,0,0,1,0,0,1,0
37,0,5,29904,1,3,3,1,0,3,2,1,2,3,58,0,2,3,1,1,0,0,0,0,0,0,1
19,1,8,73744,3,2,4,1,1,4,3,3,2,3,84,1,3,2,0,0,1,0,0,0,0,1,0
58,1,25,41176,1,3,2,0,0,76,3,3,1,3,26,0,3,2,0,1,0,0,0,0,0,1,0
